no,experimentType,userNumber,blockNumber,trialId,constNr,constStr,copyOfTrial,trialRep,currTravel,travelsNumber,amplitudeMM,amplitudePx,directionDegree,rect1_PressIn,rect1_ReleaseIn,rect2_PressIn,rect2_ReleaseIn,HIT,isRepetitionOfMistake,toBeRepeatedTrial,rect1_X,rect1_Y,rect1_WidthMM,rect1_HeightMM,rect1_WidthPx,rect1_HeightPx,rect2_X,rect2_Y,rect2_WidthMM,rect2_HeightMM,rect2_WidthPx,rect2_HeightPx,rect1_Press_coord_X,rect1_Press_coord_Y,rect1_Release_coord_X,rect1_Release_coord_Y,rect2_Press_coord_X,rect2_Press_coord_Y,rect2_Release_coord_X,rect2_Release_coord_Y,rect1_Press_timeT1,rect1_Release_timeT2,rect2_Press_timeT3,rect2_Release_timeT4,T2_T1_rect1_Release_rect1_Press_ms,T3_T1_rect2_Press_rect1_Press_ms,T4_T1_rect2_Release_rect1_Press_ms,T3_T2_rect2_Press_rect1_Release_ms,T4_T2_rect2_Release_rect1_Release_ms,T4_T3_rect2_Release_rect2_Press_ms,D2_D1_rect1_Release_rect1_Press_px,D3_D1_rect2_Press_rect1_Press_px,D4_D1_rect2_Release_rect1_Press_px,D3_D2_rect2_Press_rect1_Release_px,D4_D2_rect2_Release_rect1_Release_px,D4_D3_rect2_Release_rect2_Press_px,device
1,reciprocal,8,1,50,15,W_4_H_8_D_105_Amp_160_T_0,50,0,0,6,160,506.38837447239393,105,true,true,true,true,true,false,false,885.4610345030814,181.63150421892982,4,8,12.659709361809847,25.319418723619695,754.3980789711186,670.765113254355,4,8,12.659709361809847,25.319418723619695,892,194,892,194,764,686,764,686,01.05 T 12:10:42.094,01.05 T 12:10:42.146,01.05 T 12:10:45.344,01.05 T 12:10:45.418,0000052,0003250,0003324,0003198,0003272,0000074,0,508.37781226170756,508.37781226170756,508.37781226170756,508.37781226170756,0,mouse
2,reciprocal,8,1,51,16,W_4_H_8_D_105_Amp_160_T_1,50,0,1,6,160,506.38837447239393,105,true,true,true,true,true,false,false,885.4610345030814,181.63150421892982,4,8,12.659709361809847,25.319418723619695,754.3980789711186,670.765113254355,4,8,12.659709361809847,25.319418723619695,764,686,764,686,891,195,891,195,01.05 T 12:10:45.344,01.05 T 12:10:45.418,01.05 T 12:10:46.672,01.05 T 12:10:46.746,0000074,0001328,0001402,0001254,0001328,0000074,0,507.1587522659941,507.1587522659941,507.1587522659941,507.1587522659941,0,mouse
3,reciprocal,8,1,52,15,W_4_H_8_D_105_Amp_160_T_0,50,0,2,6,160,506.38837447239393,105,true,true,true,true,true,false,false,885.4610345030814,181.63150421892982,4,8,12.659709361809847,25.319418723619695,754.3980789711186,670.765113254355,4,8,12.659709361809847,25.319418723619695,891,195,891,195,761,683,761,683,01.05 T 12:10:46.672,01.05 T 12:10:46.746,01.05 T 12:10:47.840,01.05 T 12:10:47.906,0000074,0001168,0001234,0001094,0001160,0000066,0,505.01881153081814,505.01881153081814,505.01881153081814,505.01881153081814,0,mouse
4,reciprocal,8,1,53,16,W_4_H_8_D_105_Amp_160_T_1,50,0,3,6,160,506.38837447239393,105,true,true,true,true,true,false,false,885.4610345030814,181.63150421892982,4,8,12.659709361809847,25.319418723619695,754.3980789711186,670.765113254355,4,8,12.659709361809847,25.319418723619695,761,683,761,683,893,198,893,198,01.05 T 12:10:47.840,01.05 T 12:10:47.906,01.05 T 12:10:48.617,01.05 T 12:10:48.672,0000066,0000777,0000832,0000711,0000766,0000055,0,502.6420197317371,502.6420197317371,502.6420197317371,502.6420197317371,0,mouse
5,reciprocal,8,1,54,15,W_4_H_8_D_105_Amp_160_T_0,50,0,4,6,160,506.38837447239393,105,true,true,true,true,true,false,false,885.4610345030814,181.63150421892982,4,8,12.659709361809847,25.319418723619695,754.3980789711186,670.765113254355,4,8,12.659709361809847,25.319418723619695,893,198,893,198,763,683,763,683,01.05 T 12:10:48.617,01.05 T 12:10:48.672,01.05 T 12:10:49.856,01.05 T 12:10:49.927,0000055,0001239,0001310,0001184,0001255,0000071,0,502.1205034650547,502.1205034650547,502.1205034650547,502.1205034650547,0,mouse
6,reciprocal,8,1,55,16,W_4_H_8_D_105_Amp_160_T_1,50,0,5,6,160,506.38837447239393,105,true,true,true,true,true,false,false,885.4610345030814,181.63150421892982,4,8,12.659709361809847,25.319418723619695,754.3980789711186,670.765113254355,4,8,12.659709361809847,25.319418723619695,763,683,763,683,896,198,896,198,01.05 T 12:10:49.856,01.05 T 12:10:49.927,01.05 T 12:10:51.055,01.05 T 12:10:51.128,0000071,0001199,0001272,0001128,0001201,0000073,0,502.9055577342529,502.9055577342529,502.9055577342529,502.9055577342529,0,mouse
7,reciprocal,8,1,56,15,W_4_H_8_D_105_Amp_160_T_0,50,0,6,6,160,506.38837447239393,105,true,true,true,true,true,false,false,885.4610345030814,181.63150421892982,4,8,12.659709361809847,25.319418723619695,754.3980789711186,670.765113254355,4,8,12.659709361809847,25.319418723619695,896,198,896,198,763,684,763,684,01.05 T 12:10:51.055,01.05 T 12:10:51.128,01.05 T 12:10:52.298,01.05 T 12:10:52.375,0000073,0001243,0001320,0001170,0001247,0000077,0,503.8700229225787,503.8700229225787,503.8700229225787,503.8700229225787,0,mouse
8,reciprocal,8,1,22,7,W_12_H_6_D_45_Amp_365_T_0,22,0,0,6,365,1155.1984792651485,45,true,true,true,true,true,false,true,749.5789317550464,126.14000484316374,12,6,37.979128085429544,18.989564042714772,1566.4276100598202,942.9886831479375,12,6,37.979128085429544,18.989564042714772,775,137,775,137,1587,953,1587,953,01.05 T 12:10:53.519,01.05 T 12:10:53.593,01.05 T 12:10:54.893,01.05 T 12:10:54.960,0000074,0001374,0001441,0001300,0001367,0000067,0,1151.1733144926527,1151.1733144926527,1151.1733144926527,1151.1733144926527,0,mouse
9,reciprocal,8,1,23,8,W_12_H_6_D_45_Amp_365_T_1,22,0,1,6,365,1155.1984792651485,45,true,true,true,true,true,false,true,749.5789317550464,126.14000484316374,12,6,37.979128085429544,18.989564042714772,1566.4276100598202,942.9886831479375,12,6,37.979128085429544,18.989564042714772,1587,953,1587,953,762,138,762,138,01.05 T 12:10:54.893,01.05 T 12:10:54.960,01.05 T 12:10:55.806,01.05 T 12:10:55.871,0000067,0000913,0000978,0000846,0000911,0000065,0,1159.6766790791303,1159.6766790791303,1159.6766790791303,1159.6766790791303,0,mouse
10,reciprocal,8,1,24,7,W_12_H_6_D_45_Amp_365_T_0,22,0,2,6,365,1155.1984792651485,45,true,true,true,true,true,false,true,749.5789317550464,126.14000484316374,12,6,37.979128085429544,18.989564042714772,1566.4276100598202,942.9886831479375,12,6,37.979128085429544,18.989564042714772,762,138,762,138,1585,959,1585,959,01.05 T 12:10:55.806,01.05 T 12:10:55.871,01.05 T 12:10:57.113,01.05 T 12:10:57.168,0000065,0001307,0001362,0001242,0001297,0000055,0,1162.4844084975937,1162.4844084975937,1162.4844084975937,1162.4844084975937,0,mouse
